Kod,Unvan,City,BagimsizDenetim,Url,centerAddress,electronicEmailAddress,internet,companyTime,bagimsizDenetimKurulusu,dahilOlduguEndeksler,Sektor,islemGorduguPazarlar
ENERY,ENERYA ENERJİ A.Ş.,İSTANBUL,FİNANSAL EKSEN BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2872-enerya-enerji-a-s,İçerenköy Mah. Yeşilvadi Sok. No:3/4 Ataşehir/İSTANBUL,yatirimciiliskileri@enerya.com.tr,www.enerya.com.tr,Süresiz,FİNANSAL EKSEN BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST ELEKTRİK / BIST YILDIZ / BIST 100 / BIST HİZMETLER / BIST 100-30 / BIST 500 / BIST TÜM / BIST HALKA ARZ / BIST İSTANBUL,ELEKTRİK GAZ VE SU / ELEKTRİK GAZ VE BUHAR,YILDIZ PAZAR
ENKAI,ENKA İNŞAAT VE SANAYİ A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/942-enka-insaat-ve-sanayi-a-s,Balmumcu Mah. Zincirlikuyu Yolu No:10 Beşiktaş/İstanbul/Türkiye,enka@enka.com,www.enka.com,"Şirketin süresi kesin kuruluştan başlamak üzere hudutsuz olup, ana sözleşmesinde veya Türk Ticaret Kanunu?nda bulunan hükümlere uyulmak suretiyle son bulur.",DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST TEMETTÜ / BIST 100 / BIST 50 / BIST YILDIZ / BIST SÜRDÜRÜLEBİLİRLİK 25 / BIST İSTANBUL / BIST 30 / BIST 500 / BIST TEMETTÜ 25 / BIST SÜRDÜRÜLEBİLİRLİK / BIST TÜM / BIST İNŞAAT / BIST HİZMETLER / BIST KURUMSAL YÖNETİM,İNŞAAT VE BAYINDIRLIK / İNŞAAT VE BAYINDIRLIK İŞLERİ,YILDIZ PAZAR
ENSRI,ENSARİ DERİ GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5560-ensari-deri-gida-sanayi-ve-ticaret-a-s,Yenidoğan Mahallesi Zübeyde Hanım Caddesi No : 122 Zeytinburnu / İSTANBUL,ensari@ensarideri.com,www.ensarideri.com,04.10.1993 yılında kurulmuştur.,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,"BIST KOBI SANAYİ / BIST TÜM / BIST TÜM-100 / BIST 500 / BIST ANA / BIST TEKSTİL, DERİ / BIST TEKİRDAĞ / BIST SINAİ","İMALAT / TEKSTİL, GİYİM EŞYASI VE DERİ",ANA PAZAR
ERBOS,ERBOSAN ERCİYAS BORU SANAYİ VE TİCARET A.Ş.,,FİNANSAL EKSEN BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/943-erbosan-erciyas-boru-sanayi-ve-ticaret-a-s,Anbar Mahallesi 895. Sokak No:9 KAYSERİ,erbosan@erbosan.com.tr,www.erbosan.com.tr,SÜRESİZ,FİNANSAL EKSEN BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST 500 / BIST YILDIZ / BIST TÜM-100 / BIST KAYSERİ / BIST METAL ANA / BIST SINAİ / BIST TÜM,İMALAT / ANA METAL SANAYİ,YILDIZ PAZAR
ERCB,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,İSTANBUL,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5516-erciyas-celik-boru-sanayi-a-s,"Palladium Tower Barbaros M. Halk Cd. Kardelen Sk. No:2/1 Kat:25-26 34746 Ataşehir, İstanbul",ir@erciyas.com,https://erciyasboru.com,Süresiz,EREN BAĞIMSIZ DENETİM A.Ş.,BIST TÜM-100 / BIST KATILIM 100 / BIST TÜM / BIST METAL ANA / BIST YILDIZ / BIST KATILIM TUM / BIST SINAİ / BIST 500,İMALAT / ANA METAL SANAYİ,YILDIZ PAZAR / KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
EREGL,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/944-eregli-demir-ve-celik-fabrikalari-t-a-s,Barbaros Mahallesi Ardıç Sok. No:6 34746 Ataşehir / İstanbul,iletisim@erdemir.com.tr --- investorrelations@erdemir.com.tr,"OYAK MADEN METALÜRJİ www.oyakmadenmetalurji.com.tr / EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş. www.erdemir.com.tr / İSKENDERUN DEMİR VE ÇELİK A.Ş. www.isdemir.com.tr / ERDEMİR MADENCİLİK SAN. VE TİC. A.Ş. www.erdemirmaden.com.tr / ERDEMİR MÜHENDİSLİK, YÖNETİM VE DANIŞMANLIK HİZMETLERİ A.Ş. www.muhendislikerdemir.com.tr / ERDEMİR ÇELİK SERVİS MERKEZİ SAN. VE TİC. A.Ş. www.ersem.com.tr / ERDEMİR - ROMANIA S.R.L. www.erdemir.ro / ERDEMİR ENERJİ ÜRETİM A.Ş. www.erdemirenerji.com.tr / KÜMAŞ MANYEZİT A.Ş. www.kumasref.com",Süresizdir.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST 500 / BIST SINAİ / BIST METAL ANA / BIST GERİ ALIM / BIST 100 / BIST KATILIM TUM / BIST KATILIM 100 / BIST BANKA DIŞI LİKİT 10 / BIST 50 / BIST 30 / BIST KURUMSAL YÖNETİM / BIST SÜRDÜRÜLEBİLİRLİK / BIST YILDIZ / BIST KATILIM 30 / BIST SÜRDÜRÜLEBİLİRLİK KATILIM / BIST KATILIM 50 / BIST TÜM,İMALAT / ANA METAL SANAYİ,YILDIZ PAZAR
ERGLI,EREĞLİ TEKSTİL TURİZM SANAYİ VE TİCARET A.Ş.,İSTANBUL,AKSİS ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2112-eregli-tekstil-turizm-sanayi-ve-ticaret-a-s,"Yenidoğan Mahallesi, Kızılay Sokak No:39 Zemin Kat-A, 34149 Bayrampaşa-İstanbul",fatih.kaya@albayrak.com.tr,www.ereglitekstil.com,SÜRESİZ,AKSİS ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
KIMMR,ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.,İSTANBUL,BOĞAZİÇİ BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5342-ersan-alisveris-hizmetleri-ve-gida-sanayi-ticaret-a-s,Yenibosna Merkez Mah.29 Ekim Cad.No:11C İç Kapı No:11 Bahçelievler/İSTANBUL,info@kimgrup.com.tr,www.kimmarket.com.tr,Süresiz.,BOĞAZİÇİ BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST 500 / BIST TÜM / BIST TİCARET / BIST TÜM-100 / BIST ANA / BIST HİZMETLER,TOPTAN VE PERAKENDE TİCARET / PERAKENDE TİCARET,ANA PAZAR
ERSU,ERSU MEYVE VE GIDA SANAYİ A.Ş.,ANKARA,NOTE OFFİCE ULUSLARARASI BAĞIMSIZ DENETİM DANIŞMANLIK VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/945-ersu-meyve-ve-gida-sanayi-a-s,İşçi Blokları Mah. Muhsin Yazıcıoğlu Cad. No:61 / A Blok Balgat - Çankaya Ankara,ersu@ersu.com.tr,www.ersu.com.tr,,NOTE OFFİCE ULUSLARARASI BAĞIMSIZ DENETİM DANIŞMANLIK VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,"BIST TÜM / BIST GIDA, İÇECEK / BIST KONYA / BIST 500 / BIST SINAİ / BIST KOBI SANAYİ / BIST KATILIM TUM / BIST TÜM-100 / BIST ANA","İMALAT / GIDA, İÇECEK VE TÜTÜN",ANA PAZAR
ESCAR,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5327-escar-filo-kiralama-hizmetleri-a-s,Merkez Mah. Ayazma Cad. No: 37/4 Papirus Plaza Kağıthane/İstanbul,iletisim@escar.com.tr,www.escar.com.tr,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST TÜM-100 / BIST HİZMETLER / BIST TÜM / BIST 500 / BIST YILDIZ / BIST İSTANBUL / BIST TEMETTÜ,İDARİ VE DESTEK HİZMET FAALİYETLERİ / KİRALAMA VE LEASING FAALİYETLERİ,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA) / YILDIZ PAZAR
ESCOM,ESCORT TEKNOLOJİ YATIRIM A.Ş.,İSTANBUL,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/946-escort-teknoloji-yatirim-a-s,ATAKAN SOK.NO:14 MECİDİYEKÖY ŞİŞLİ İST.,yatirimci.iliskileri@escort.com.tr,www.escort.com.tr,(05.01.2009 10:05:13) Süresiz,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,BIST TEKNOLOJİ / BIST BİLİŞİM / BIST TÜM / BIST KATILIM TUM / BIST YILDIZ / BIST İSTANBUL / BIST TÜM-100 / BIST 500,TEKNOLOJİ / BİLİŞİM,YILDIZ PAZAR
ESEN,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,ANKARA,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5190-esenboga-elektrik-uretim-a-s,Kızılırmak Mah. 1450 Sk. ATM Plaza B Blok No:1/67 Çankaya / Ankara,info@esenbogaelektrik.com.tr,www.esenbogaelektrik.com.tr,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST ELEKTRİK / BIST HİZMETLER / BIST ANKARA / BIST TÜM-100 / BIST ANA / BIST SÜRDÜRÜLEBİLİRLİK / BIST 500 / BIST GERİ ALIM / BIST TÜM,ELEKTRİK GAZ VE SU / ELEKTRİK GAZ VE BUHAR,ANA PAZAR
ETILR,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,İSTANBUL,VEZİN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1625-etiler-gida-ve-ticari-yatirimlar-sanayi-ve-ticaret-a-s,Aşık Veysel Mh. Süleyman Demirel Cad. Qubba Concept Blok No:10 Esenyurt / İSTANBUL,info@etilermarmaris.com.tr,www.etilermarmaris.com.tr - www.etilermarmariskuruyemis.com,Süresiz,VEZİN BAĞIMSIZ DENETİM A.Ş.,BIST ANA / BIST TURİZM / BIST HİZMETLER / BIST 500 / BIST İSTANBUL / BIST TÜM / BIST TÜM-100,OTELLER VE LOKANTALAR / YİYECEK VE İÇECEK HİZMETLERİ,ANA PAZAR
EUKYO,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1557-euro-kapital-yatirim-ortakligi-a-s,Ceyhun Atıf Kansu Caddesi No:66 Balgat-Çankaya/ANKARA,info@eurokapitalyo.com,www.eurokapitalyo.com,Süresiz,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,BIST MENKUL KIYM Y.O.,MALİ KURULUŞLAR / MENKUL KIYMET YATIRIM ORTAKLIKLARI,ALT PAZAR
EUYO,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1427-euro-menkul-kiymet-yatirim-ortakligi-a-s,Ceyhun Atıf Kansu Cad. No:66 Balgat Çankaya-ANKARA,info@euroyatirimortakligi.com,www.euroyatirimortakligi.com,Süresiz,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,BIST MENKUL KIYM Y.O.,MALİ KURULUŞLAR / MENKUL KIYMET YATIRIM ORTAKLIKLARI,ALT PAZAR
ETYAT,EURO TREND YATIRIM ORTAKLIĞI A.Ş.,,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1471-euro-trend-yatirim-ortakligi-a-s,Ceyhun Atıf Kansu Cad. No:66 Balgat-ANKARA,info@eurotrendyo.com,www.eurotrendyo.com,Süresiz,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,BIST MENKUL KIYM Y.O.,MALİ KURULUŞLAR / MENKUL KIYMET YATIRIM ORTAKLIKLARI,ALT PAZAR
EUHOL,EURO YATIRIM HOLDİNG A.Ş.,İSTANBUL,AAC BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1508-euro-yatirim-holding-a-s,YILDIZPOSTA CADDESİ NO:17 KAT:4 ESENTEPE/ŞİŞLİ/İSTANBUL,info@euroyatirim.com.tr,www.euroyatirim.com.tr,SÜRESİZ,AAC BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST TÜM / BIST TÜM-100 / BIST İSTANBUL / BIST HOLDİNG VE YATIRIM / BIST MALİ,MALİ KURULUŞLAR / HOLDİNGLER VE YATIRIM ŞİRKETLERİ,ALT PAZAR
TEZOL,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,İZMİR,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4838-europap-tezol-kagit-sanayi-ve-ticaret-a-s,"Philsa Cad. No:36, 35860 Torbalı/İzmir",info@tezol.com.tr --- yatirimciiliskileri@tezol.com.tr,https://www.tezol.com.tr/,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,"BIST ORMAN, KAĞIT, BASIM / BIST TÜM / BIST SINAİ / BIST YILDIZ / BIST 500 / BIST KATILIM 100 / BIST KATILIM TUM / BIST TÜM-100 / BIST İZMİR",İMALAT / KAĞIT VE KAĞIT ÜRÜNLERİ BASIM,YILDIZ PAZAR
EUREN,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,ESKİŞEHİR,C&Ç BAĞIMSIZ DENETİM VE YÖNETİM DANIŞMANLIĞI A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5612-europen-endustri-insaat-sanayi-ve-ticaret-a-s,75.Yıl OSB Mahallesi Şehitler Bulvarı No:33 ODUNPAZARI-ESKİŞEHİR,yatirimciiliskileri@europen.com.tr,https://www.europen.com.tr/,süresiz,C&Ç BAĞIMSIZ DENETİM VE YÖNETİM DANIŞMANLIĞI A.Ş.,"BIST 500 / BIST 100-30 / BIST YILDIZ / BIST SINAİ / BIST TÜM / BIST 100 / BIST KİMYA, PETROL, PLASTİK",İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,YILDIZ PAZAR
EUPWR,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,ANKARA,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5810-europower-enerji-ve-otomasyon-teknolojileri-sanayi-ticaret-a-s,Saray Mah. Atom Cad. No:17 Kahramankazan/ANKARA,europower@europowerenerji.com.tr,www.europowerenerji.com.tr,,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,"BIST HALKA ARZ / BIST 50 / BIST KATILIM 50 / BIST 500 / BIST SINAİ / BIST 100-30 / BIST KATILIM 30 / BIST ANKARA / BIST 100 / BIST METAL EŞYA, MAKİNA / BIST KATILIM 100 / BIST YILDIZ / BIST TÜM / BIST KATILIM TUM",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,YILDIZ PAZAR
EYGYO,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,VİZYON GRUP BAĞIMSIZ DENETİM.A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5711-eyg-gayrimenkul-yatirim-ortakligi-a-s,NECİP FAZIL MAH.HAMZA YERLİKAYA BULVARI NO:10 ÜMRANİYE/İSTANBUL,info@eyggyo.com.tr,www.eyggyo.com.tr,Süresiz,VİZYON GRUP BAĞIMSIZ DENETİM.A.Ş.,BIST 500 / BIST HALKA ARZ / BIST ANA / BIST TÜM / BIST GAYRİMENKUL YAT. ORT. / BIST MALİ / BIST TÜM-100 / BIST KATILIM TUM,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,ANA PAZAR
FADE,FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,İZMİR,ARTI DEĞER ULUSLARARASI BAĞIMSIZ DENETİM VE YMM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5021-fade-gida-yatirim-sanayi-ticaret-a-s,"Cumhuriyet Mah. 136/2 Sokak, No:10/A, Koyundere / Menemen / İzmir",info@fadefood.com,www.fadefood.com/tr/,Süresiz,ARTI DEĞER ULUSLARARASI BAĞIMSIZ DENETİM VE YMM A.Ş.,"BIST 500 / BIST KOBI SANAYİ / BIST KATILIM TUM / BIST ANA / BIST TÜM / BIST İZMİR / BIST GIDA, İÇECEK / BIST SINAİ / BIST TÜM-100","İMALAT / GIDA, İÇECEK VE TÜTÜN",ANA PAZAR
FMIZP,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,KOCAELİ,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/951-federal-mogul-izmit-piston-ve-pim-uretim-tesisleri-a-s,MUAMMER DERELİ SOK. CUMHURİYET MAH. NO:2 KURUÇEŞME İZMİT KOCAELİ,yatirimci.iliskileri@federalmogul.com.tr,www.fmizp.com,SÜRESİZ,EREN BAĞIMSIZ DENETİM A.Ş.,"BIST TÜM / BIST ANA / BIST KOCAELİ / BIST KOBI SANAYİ / BIST KATILIM TUM / BIST 500 / BIST SINAİ / BIST METAL EŞYA, MAKİNA / BIST TÜM-100",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,ANA PAZAR
FENER,FENERBAHÇE FUTBOL A.Ş.,İSTANBUL,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1383-fenerbahce-futbol-a-s,"Fenerbahçe Şükrü Saraçoğlu Stadı, Maraton Girişi, Kızıltoprak, Kadıköy, İstanbul",yatirimciiliskileri@fenerbahce.org,http://www.fenerbahce.org/fbfutbol/,Süresiz,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST HİZMETLER / BIST SPOR / BIST 500 / BIST TÜM / BIST TÜM-100 / BIST İSTANBUL / BIST YILDIZ,EĞİTİM SAĞLIK SPOR VE EĞLENCE HİZMETLERİ / SPOR FAALİYETLERİ EĞLENCE VE OYUN FAALİYETLERİ,YILDIZ PAZAR
"FBB, FBBNK",FİBABANKA A.Ş.,İSTANBUL,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2067-fibabanka-a-s,"Esentepe Mahallesi, Büyükdere Caddesi, No:129 Şişli-İstanbul",info@fibabanka.com.tr,www.fibabanka.com.tr,Süresiz,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
FLAP,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,ANKARA,KARAR BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1617-flap-kongre-toplanti-hizmetleri-otomotiv-ve-turizm-a-s,Birlik Mahallesi Podgoritsa Caddesi No:1 Çankaya / Ankara,yatirimci@flaptour.com.tr,www.flaptour.com.tr,Süresiz,KARAR BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST TÜM-100 / BIST TEMETTÜ / BIST İSTANBUL / BIST 500 / BIST ANA / BIST TÜM / BIST HİZMETLER,"İDARİ VE DESTEK HİZMET FAALİYETLERİ / BÜRO YÖNETİMİ, BÜRO DESTEĞİ VE DİĞER ŞİRKET DESTEK FAALİYETLERİ",ANA PAZAR
FONET,FONET BİLGİ TEKNOLOJİLERİ A.Ş.,ANKARA,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4412-fonet-bilgi-teknolojileri-a-s,"Kızılırmak Mahallesi, 1445. Sokak, No:2, B/1, Çankaya / Ankara",fonet@fonetbt.com,http://www.fonetbt.com,Süresiz,EREN BAĞIMSIZ DENETİM A.Ş.,BIST ANKARA / BIST KATILIM TUM / BIST TÜM / BIST ANA / BIST 500 / BIST BİLİŞİM / BIST TÜM-100 / BIST TEKNOLOJİ,TEKNOLOJİ / BİLİŞİM,ANA PAZAR
FROTO,FORD OTOMOTİV SANAYİ A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/956-ford-otomotiv-sanayi-a-s,Akpınar Mah. Hasan Basri Cad. No:2 34885 SANCAKTEPE/İSTANBUL,yatirimciiliskileri@ford.com.tr,www.fordotosan.com.tr,Süresiz,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,"BIST METAL EŞYA, MAKİNA / BIST YILDIZ / BIST TÜM / BIST TEMETTÜ 25 / BIST 100 / BIST 500 / BIST SINAİ / BIST KURUMSAL YÖNETİM / BIST TEMETTÜ / BIST 50 / BIST KOCAELİ / BIST SÜRDÜRÜLEBİLİRLİK / BIST 30",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,YILDIZ PAZAR
FORMT,FORMET METAL VE CAM SANAYİ A.Ş.,KAYSERİ,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4639-formet-metal-ve-cam-sanayi-a-s,KAYSERİ OSB MAH. 9.CADDE NO:18 MELİKGAZİ 38070 KAYSERİ,bilgi@formetcelik.com,www.formetcelikkapi.com.tr,Şirket süresiz olarak kurulmuştur.,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,"BIST TÜM / BIST 500 / BIST SINAİ / BIST TÜM-100 / BIST KATILIM TUM / BIST ANA / BIST METAL EŞYA, MAKİNA / BIST KOBI SANAYİ / BIST KAYSERİ",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,ANA PAZAR
FORTE,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,ANKARA,RAM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5598-forte-bilgi-iletisim-teknolojileri-ve-savunma-sanayi-a-s,"Mustafa Kemal Mahallesi, 2123 Cadde, Cepa Sit. Alışveriş Merkezi, Apartman No:2/501, Çankaya/Ankara",investor.relations@forte.com.tr,www.forte.com.tr,Süresiz,RAM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST HALKA ARZ / BIST ANKARA / BIST 500 / BIST TEKNOLOJİ / BIST BİLİŞİM / BIST TÜM / BIST TÜM-100 / BIST YILDIZ,TEKNOLOJİ / BİLİŞİM,YILDIZ PAZAR
FRIGO,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,ÇÖZÜM ÜNLÜER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/957-frigo-pak-gida-maddeleri-sanayi-ve-ticaret-a-s,Levent Mah. Cömert Sk. Yapıkredi Plaza Sitesi B Blok No 1B İç Kapı No 23 Beşiktaş İstanbul,info@frigo-pak.com.tr,www.frigo-pak.com.tr - www.sunpride.com.tr,Süresiz,ÇÖZÜM ÜNLÜER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,"BIST SINAİ / BIST TÜM / BIST ANA / BIST GERİ ALIM / BIST GIDA, İÇECEK / BIST KATILIM TUM / BIST BURSA / BIST 500 / BIST TÜM-100","İMALAT / GIDA, İÇECEK VE TÜTÜN",ANA PAZAR
FZLGY,FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,KARAR BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5840-fuzul-gayrimenkul-yatirim-ortakligi-a-s,Başakşehir Mah. Cahit Zarifoğlu Cad. Olimpa Rezidans No:8/1Başakşehir / İSTANBUL,info@fuzulgyo.com.tr,www.fuzulgyo.com.tr,Süresiz,KARAR BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST MALİ / BIST GAYRİMENKUL YAT. ORT. / BIST KATILIM TUM / BIST YILDIZ / BIST 500 / BIST HALKA ARZ / BIST TÜM / BIST TÜM-100,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,YILDIZ PAZAR
